"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"2736602"	39.2709791565223	0.356627616264428	0.236696495657318	1.50668735197813	0.131890815047044	0.159703046226652	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerocolumna"	NA
"2528642"	1550.51892343248	0.269008666448219	0.180550546291897	1.48993548883154	0.136241199112744	0.164699475901097	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Lichenihabitantaceae"	"Lichenihabitans"	NA
"1263979"	53.7337925996311	-0.250567287742604	0.168132182871632	-1.49029937911358	0.136145535685036	0.164699475901097	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Candidatus Endolissoclinum"	NA
"1548547"	339.78841039953	-0.166488373631495	0.112081889123783	-1.48541726886514	0.137433323933698	0.166004097109725	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Woeseiaceae"	"Woeseia"	NA
"1391654"	3861.12721288005	-0.236751195633193	0.16091768119814	-1.47125656963499	0.141221743747365	0.170440035557164	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Labilitrichaceae"	"Labilithrix"	NA
"1613"	214.366455949895	-0.174928613971293	0.119327647629934	-1.46595208608982	0.142661340559103	0.172036235128697	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Limosilactobacillus"	NA
"2738883"	171.895139554803	-0.171506999967268	0.117431341644027	-1.46048744369422	0.144156155944195	0.173696351834399	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Candidatus Reidiella"	NA
"1852022"	1568.40516280686	-0.18235914667125	0.125150776965186	-1.45711557765222	0.145084479052981	0.174671731537987	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Roseitalea"	NA
"29465"	43.7825817354273	0.259034085301739	0.178872816851874	1.44814673274949	0.147576018138128	0.177525979265997	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Veillonella"	NA
"1434011"	3657.83297065095	0.318625981530335	0.222178540349905	1.43409881543257	0.151544065906633	0.182150267279436	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Komagataeibacter"	NA
"905"	129.999818701546	-0.267949843832929	0.18902360520602	-1.41754699652928	0.156323064179827	0.187740934921851	"Bacteria"	"Firmicutes"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Acidaminococcus"	NA
"1850238"	2786.11963043194	0.189547897263524	0.134454449919391	1.40975547761463	0.158611897192619	0.190334276631143	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Rhizorhabdus"	NA
"91915"	210.326527748462	-0.184494331270604	0.130958445150504	-1.40880056309904	0.158894148614164	0.190517453884846	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Asaia"	NA
"435"	1583.956959116	0.171346761772404	0.122610629100471	1.3974870125819	0.162267169464448	0.19440321036083	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acetobacter"	NA
"231049"	15.7946775950704	0.464934789572801	0.333172170864272	1.39547906527345	0.162871423445286	0.194968234906002	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Furfurilactobacillus"	NA
"389348"	24.1686412209779	0.316317804005722	0.226875938556004	1.39423248678987	0.163247410703379	0.195259311419013	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Parachlamydiales"	"Parachlamydiaceae"	"Candidatus Protochlamydia"	NA
"2005884"	6710.25596854644	-0.0905998493090513	0.0656029230863244	-1.38103372604044	0.167268591093311	0.199906364965176	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Thauera"	NA
"1208324"	2601.2566995157	-0.197490109429242	0.143177374039239	-1.37933881491023	0.167790314342308	0.200366987882366	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Celeribacter"	NA
"1603"	8.94976589186736	0.598210417627968	0.434565263635864	1.37657210017878	0.168644581683165	0.201223648599231	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Amylolactobacillus"	NA
"1349819"	4990.34114607235	-0.146227465246445	0.106805299122411	-1.36910309177498	0.170967052015934	0.203829332087123	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Aurantimonadaceae"	"Aureimonas"	NA
"2099387"	24.9756042368819	-0.377807560303391	0.280592278892292	-1.34646456344017	0.178152741292371	0.21222409213921	"Bacteria"	"Cyanobacteria"	""	"Nostocales"	"Tolypothrichaceae"	"Tolypothrix"	NA
"2724"	25.2797473476892	0.301559032905602	0.224088518153797	1.3457138964105	0.178394803014344	0.212340372818693	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Hyphomonadaceae"	"Hirschia"	NA
"72"	12.1892952607873	0.429892860076264	0.321659240179146	1.3364853434238	0.181390687920769	0.215731643400914	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Simonsiella"	NA
"1219"	66.7303617596696	0.198962443618898	0.150093375715094	1.32559110401093	0.184975174471113	0.219816900947887	"Bacteria"	"Cyanobacteria"	""	"Synechococcales"	"Prochloraceae"	"Prochlorococcus"	NA
"2026624"	2445.51768692916	-0.169242753852395	0.127778406493464	-1.32450199135213	0.185336382148713	0.220068240515838	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Parasphingopyxis"	NA
"1541959"	3.21162841260378	0.718681905677784	0.543193136033131	1.32306882764798	0.18581249002843	0.2204554966439	"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Entomoplasmataceae"	"Candidatus Izimaplasma"	NA
"139438"	54.396685962998	-0.2521007537218	0.190847619943383	-1.32095309229734	0.18651700530279	0.221112901447662	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"Deferribacteraceae"	"Geovibrio"	NA
"1582259"	16.0086107757174	0.429629424782924	0.326254625479315	1.31685313013336	0.187887859712666	0.222558544542804	"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Tissierellaceae"	"Gudongella"	NA
"1891787"	873.462364226954	0.227467852145441	0.17501774325425	1.29968452292861	0.193709117067825	0.22926924483873	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter"	NA
"2599600"	3246.44592906691	0.19030941378242	0.148258095735089	1.28363589751259	0.199269383200733	0.235660493407142	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Nitratireductor"	NA
"60890"	1965.42295293233	0.192743227547265	0.150507410275975	1.28062284238261	0.200326172752618	0.236719834362016	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Phaeobacter"	NA
"938406"	367.136532585111	-0.185571414151965	0.144961875997812	-1.28013943579735	0.200496101431645	0.236730336630135	"Bacteria"	"Cyanobacteria"	""	"Nostocales"	"Calotrichaceae"	"Calothrix"	NA
"2601668"	4.40179908677258	0.953619547413362	0.746134366417635	1.27808018278519	0.201221155615349	0.237395745388895	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"Candidatus Nesciobacter"	NA
"154046"	73.0260049943735	-0.256043282151333	0.201051958755472	-1.27351796886865	0.202834300413317	0.238915401929147	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Hungatella"	NA
"663275"	2.08909477738023	-1.05030970174313	0.824570354751336	-1.27376602334906	0.202746349831811	0.238915401929147	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Fibrisoma"	NA
"150203"	2194.27709864118	0.202587621298911	0.159698683706332	1.2685616224079	0.204597459375366	0.240799251626732	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Blastomonas"	NA
"33936"	24.3198415837654	0.293013733536122	0.23172411864676	1.2644938957899	0.206052810296471	0.24231810490865	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Aeribacillus"	NA
"450378"	2816.30262773951	0.193783323301266	0.15333354486053	1.26380253895212	0.206300909678475	0.242415937032261	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Croceicoccus"	NA
"1458461"	347.796107206508	-0.121322898151268	0.096795656540692	-1.25339196496142	0.210063094217323	0.246639575478806	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhodobiaceae"	"Candidatus Phaeomarinobacter"	NA
"185007"	8.90696839276144	0.605747445235523	0.485369468125603	1.24801308078729	0.212026266894326	0.248745899708428	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Pseudobutyrivibrio"	NA
"78259"	15.2857274001219	0.343047139041941	0.276652973422028	1.23999078990064	0.214978800750093	0.252008642027621	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Scardovia"	NA
"2010829"	1131.17076347755	0.0814256715321792	0.0662993734607294	1.22815144822461	0.219390120749304	0.256974882471297	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Aerosticca"	NA
"51197"	24.9990888798864	-0.286286282443351	0.233219886074241	-1.22753804258449	0.219620432480066	0.257039837377147	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Syntrophobotulus"	NA
"1193713"	107.564591983204	0.365596247613753	0.30060429901604	1.21620432179596	0.223907097797761	0.261848395992608	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Neobacillus"	NA
"499229"	18.9533268478322	0.29999850083737	0.246989852591654	1.21461872902671	0.224511542212035	0.26234655568497	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermosediminibacterales"	"Tepidanaerobacteraceae"	"Tepidanaerobacter"	NA
"84405"	10.1587158104815	-0.426575834716851	0.35508534643699	-1.20133325409571	0.2296219558839	0.268105063661106	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Hippea"	NA
"1188228"	54.9531212989849	-0.233469897310086	0.195061481241607	-1.19690415464909	0.231343914631954	0.26990123373728	"Bacteria"	"Cyanobacteria"	"Gloeobacteria"	"Gloeoemargaritales"	"Gloeomargaritaceae"	"Gloeomargarita"	NA
"2147"	45.3355294762788	0.219223758259237	0.183484036509009	1.19478382114442	0.232171503069771	0.270651950446125	"Bacteria"	"Tenericutes"	"Mollicutes"	"Acholeplasmatales"	"Acholeplasmataceae"	"Acholeplasma"	NA
"2093856"	31.911468101038	0.232107917577051	0.198062492409667	1.17189233939844	0.241240283071442	0.281000963641062	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	NA
"90245"	28.3748435298096	0.250238772965519	0.214372472809218	1.16730832875273	0.243085876376883	0.282926554452904	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Oligella"	NA
"518693"	0.229134978162969	2.42521622327146	2.09237831534371	1.15907157204173	0.246427012408235	0.286588376772235	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Exiguobacterium"	NA
"252307"	145.622181628593	-0.174408234446426	0.15148604165841	-1.15131554390803	0.249602444681797	0.290051852713235	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Robiginitalea"	NA
"338644"	0.840078721549643	-1.11958416462774	0.976257026039007	-1.14681291377769	0.251458950848678	0.2919784026442	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XVII. Incertae Sedis"	"Sulfobacillus"	NA
"1653476"	13.4102799946762	0.472471998614902	0.413168317867789	1.14353395016626	0.252816967230908	0.293323553140832	"Bacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteriales"	"Thermodesulfobacteriaceae"	"Caldimicrobium"	NA
"37487"	1249.78848096223	-0.13210368266564	0.115783228366473	-1.14095698081168	0.253887825470087	0.294174360100104	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Marichromatium"	NA
"1814290"	311.36799248484	-0.118016511590321	0.103450083318811	-1.14080634644458	0.253950519025192	0.294174360100104	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Nitrosococcus"	NA
"2293317"	7.55905627875215	0.504955645244625	0.443700071053959	1.13805626410012	0.255096989128296	0.295269743321728	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	"Candidatus Syntrophocurvum"	NA
"379347"	409.023249672985	-0.0907421688384809	0.0798424646380284	-1.136515127005	0.255741038312475	0.295782318111202	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Epibacterium"	NA
"167642"	5.90186873742336	0.475520270301741	0.421114082559102	1.12919584026261	0.258815228122483	0.299102504198153	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Ilyobacter"	NA
"407035"	23.1481609646448	-0.272138555136365	0.244957516549651	-1.11096225569875	0.266584596228127	0.307839243091396	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Salinicoccus"	NA
"54308"	48.9161473033217	-0.207771553442763	0.187284664813885	-1.10938903433037	0.267262390842337	0.308379681741158	"Bacteria"	"Cyanobacteria"	"Gloeobacteria"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	NA
"51515"	20.6383446101271	-0.295512691036805	0.266616203887257	-1.10838233658809	0.267696729964471	0.308638582782566	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Dehalobacterium"	NA
"83552"	9.65406323822026	0.411505598052358	0.373163833385738	1.1027478046807	0.270136700476351	0.311207640830905	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Parachlamydiales"	"Parachlamydiaceae"	"Parachlamydia"	NA
"1126"	147.133005074216	-0.14730161448132	0.133877296683304	-1.10027329600008	0.271213063533955	0.312202978382861	"Bacteria"	"Cyanobacteria"	""	"Chroococcales"	"Microcystaceae"	"Microcystis"	NA
"65555"	25.6628246066284	0.245584914174184	0.223310916968031	1.09974432736462	0.271443535238205	0.312223784663664	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"Desulfocapsa"	NA
"28077"	2773.15276475265	-0.109850634788279	0.101127923818982	-1.08625422771371	0.27736653164183	0.318787178665747	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Nitrospirillum"	NA
"244787"	31.561417677216	0.230052052888783	0.212328674541797	1.08347143119144	0.278599224867973	0.319953797309313	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Nautiliales"	"Nautiliaceae"	"Nautilia"	NA
"1433126"	28.0889660361653	0.223225685768866	0.206791042358044	1.07947463885968	0.280376193540923	0.321743172915814	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Mucinivorans"	NA
"1424653"	7.06886044745361	0.416780332067945	0.390157913478161	1.06823498299048	0.285414528203827	0.327269388814061	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Nautiliales"	"Nautiliaceae"	"Cetia"	NA
"2064643"	147.63693741411	-0.139898942228615	0.132455911278004	-1.05619251627803	0.2908802691514	0.333276691857021	"Bacteria"	"Cyanobacteria"	""	"Oscillatoriales"	"Microcoleaceae"	"Oxynema"	NA
"266779"	1208.337237298	0.17246955041245	0.163844549560052	1.05264136570644	0.292505391036233	0.334877667307837	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Chelativorans"	NA
"505"	88.5187653154882	-0.132360907297631	0.125997390359511	-1.05050514871747	0.293485925006943	0.335738762459304	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Kingella"	NA
"109266"	27.7960419718207	-0.293173270845228	0.279749390043631	-1.04798538005571	0.294645342778513	0.3368029967997	"Bacteria"	"Cyanobacteria"	""	"Nostocales"	"Aphanizomenonaceae"	"Anabaenopsis"	NA
"157692"	2.88140468912176	0.684190356127965	0.659439442272605	1.03753326275126	0.299487402122386	0.342071857902026	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Pseudoleptotrichia"	NA
"63745"	427.883032020998	0.0928839052032937	0.0898028976769867	1.03430855357685	0.300991939382801	0.343523409078197	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Sideroxydans"	NA
"2601646"	4.77872585184395	0.55009288421543	0.534267947783695	1.02961984992246	0.303188493425065	0.345761897079011	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"Candidatus Sneabacter"	NA
"1402135"	3710.50920456543	-0.129496591461513	0.126103457278917	-1.02690754286848	0.304464002195213	0.346947351338732	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"	NA
"33882"	89896.7584481303	-0.237667558708592	0.231958717460382	-1.02461145375657	0.305546557938089	0.34791126271804	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"661191"	47.8001739582414	-0.178957397703771	0.175608443760002	-1.01907057469484	0.308169462560609	0.350626246102241	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Neokomagataea"	NA
"70799"	38.0064157066203	-0.226805517707186	0.224601649216992	-1.00981234331038	0.312585205294668	0.355262178381516	"Bacteria"	"Cyanobacteria"	""	"Nostocales"	"Aphanizomenonaceae"	"Nodularia"	NA
"2742145"	1294.70220974896	0.183579502827793	0.181849085646246	1.00951567710884	0.312727386956246	0.355262178381516	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Oricola"	NA
"2702"	16.2341495666242	-0.302998316748158	0.307234224725967	-0.986212773067238	0.324028712622489	0.367816376490393	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Gardnerella"	NA
"1543721"	276.02344561019	-0.107187189502307	0.109479805848391	-0.979059002449656	0.327550827077785	0.371527558491007	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Sedimenticola"	NA
"1335048"	1367.3648703245	0.151806211690693	0.15594288800907	0.973473132560318	0.330318207132693	0.374377613326954	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Defluviimonas"	NA
"1972134"	3.23260937842049	0.594003289135288	0.612919990045714	0.969136753217961	0.332476962213386	0.376534001890353	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Candidatus Nardonella"	NA
"844"	17.969823933027	-0.278120468783911	0.288382108086372	-0.964416518866046	0.334837143668611	0.378915012465634	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Wolinella"	NA
"29370"	43.5882589075927	-0.180122212953993	0.187446841051565	-0.96092423827213	0.336590262637192	0.380605912366671	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lacrimispora"	NA
"1197"	27.7696741665012	-0.234613724990228	0.244789432110152	-0.958430774432512	0.337845583255644	0.381544758433704	"Bacteria"	"Cyanobacteria"	""	"Nostocales"	"Rivulariaceae"	"Microchaete"	NA
"1778264"	4.29757021615772	0.512459902709234	0.534790518476099	0.958244181608724	0.337939643184138	0.381544758433704	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Candidatus Mikella"	NA
"54299"	94.8319310816035	-0.127930310449609	0.13616194486798	-0.939545264087169	0.347450863944974	0.391982171910293	"Bacteria"	"Cyanobacteria"	"Gloeobacteria"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	NA
"1478"	749.349262775319	0.466758283548518	0.497842839360124	0.937561508664947	0.348469800127225	0.392830219468574	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Peribacillus"	NA
"1754"	36.9539122244849	-0.209737961482306	0.224449983628771	-0.934453004145468	0.350070267275157	0.394332025206499	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Thermoanaerobacter"	NA
"375929"	16.1276030637555	-0.262479297949939	0.28123873797085	-0.933297097845547	0.350666593172544	0.394701295531117	"Bacteria"	"Firmicutes"	"Clostridia"	"Natranaerobiales"	"Natranaerobiaceae"	"Natranaerobius"	NA
"1371"	0.0996679853781194	2.90609894076188	3.11653965008542	0.93247616492934	0.351090498991925	0.394876077672632	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Marinococcus"	NA
"2558361"	118.504010933014	0.210781523441	0.229801743521556	0.917232046245239	0.359021057453471	0.403486968238992	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Swingsia"	NA
"1612173"	1342.47683601712	-0.104788400159485	0.114506776970725	-0.915128369967794	0.36012424300814	0.404108883375546	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Niveispirillum"	NA
"57480"	734.184268784275	0.0786638377033918	0.0859547858338447	0.915176937971242	0.360098749561971	0.404108883375546	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Microvirgula"	NA
"64160"	9.25190585327301	-0.322754943997342	0.355429863539507	-0.908069290473301	0.363841614174072	0.407968857998388	"Bacteria"	"Aquificae"	"Aquificae"	"Desulfurobacteriales"	"Desulfurobacteriaceae"	"Desulfurobacterium"	NA
"2070537"	1.85465748570881	0.672717131605946	0.74161057507146	0.907102938143949	0.364352364494439	0.408230164486909	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Commensalibacter"	NA
"1634516"	1183.73530330032	-0.131714722248561	0.145288292526605	-0.906574920511517	0.364631629145221	0.408231907725419	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Citromicrobium"	NA
"380749"	2.11980074136626	0.589170324391499	0.651210861378246	0.904730494120688	0.365608181943342	0.409013719525657	"Bacteria"	"Aquificae"	"Aquificae"	"Aquificales"	"Aquificaceae"	"Hydrogenobaculum"	NA
"86304"	35.79742146349	0.169191212919851	0.189277432279428	0.893879480941373	0.371386377433335	0.415161958043348	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Saccharophagus"	NA
"870"	23.0364087541403	0.200323966644302	0.225104051656169	0.889917196827195	0.373510349274018	0.417219007167786	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cardiobacteriales"	"Cardiobacteriaceae"	"Dichelobacter"	NA
"327160"	1157.68273338432	-0.0610939694823025	0.0688072872267994	-0.887899697032487	0.374594707719543	0.418112543923864	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Candidatus Accumulibacter"	NA
"65093"	13.0340728769777	-0.275814225973157	0.311964447618056	-0.884120700544832	0.376631059732619	0.420066508199507	"Bacteria"	"Cyanobacteria"	""	"Chroococcales"	"Aphanothecaceae"	"Halothece"	NA
"227388"	20.5108062613116	-0.216453519642779	0.247166404973841	-0.875740049161163	0.381171367939415	0.424808120448021	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermodesulfobiaceae"	"Thermodesulfobium"	NA
"2560057"	67.7566213663498	0.127398354652906	0.145790007411729	0.873848330997867	0.382200856022596	0.425632771479709	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylocystaceae"	"Terasakiella"	NA
"1250539"	1070.62376188284	-0.136109506648883	0.156025822843138	-0.872352436081826	0.383016139924195	0.426217808999672	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pelagibaca"	NA
"86332"	13.9770824977704	-0.311830949263093	0.357932273334252	-0.871200985477753	0.383644421942049	0.426594024398496	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XIII. Incertae Sedis"	"Mogibacterium"	NA
"1679444"	378.025427888837	-0.113684981676219	0.132039347374199	-0.860993211016382	0.389241782192444	0.432490869102716	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Akkermansiaceae"	"Akkermansia"	NA
"1267768"	928.238000188022	-0.171370550712069	0.202183238936994	-0.847600184926667	0.396660671332577	0.440401198533904	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Brevirhabdus"	NA
"2005460"	15.6490368049036	-0.269204572460842	0.321171777552206	-0.838194982487471	0.401921204578109	0.445905034513072	"Bacteria"	"Cyanobacteria"	""	"Chroococcales"	"Chroococcaceae"	"Chondrocystis"	NA
"2502791"	70.611910975952	-0.142371531916576	0.170381148792159	-0.835606127355374	0.403376520547765	0.447182115539378	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Salicibibacter"	NA
"51669"	18.4800166936169	0.226879201121607	0.273636876747651	0.829125093877008	0.407033625508013	0.450896329688605	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Tetragenococcus"	NA
"111831"	1401.3763164664	-0.198028064699657	0.240620088289216	-0.822990574509452	0.410513353435558	0.454408606589059	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	NA
"1511"	6.19169859057317	0.338906745456699	0.413364835496425	0.819873187930204	0.412288403031416	0.456030062043779	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Acetoanaerobium"	NA
"84032"	18.3685572219192	0.217938785690178	0.267838503500025	0.813694755765981	0.415819839196224	0.4595903485853	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Pseudoclostridium"	NA
